Geo Point;Geo Shape;gml_id;id_rva_fcd_avt_20230328;denomination;sens_circul;freeflowtime;type;id_troncon;length;thresholds
48.08155341721393, -1.6394314270358084;"{""coordinates"": [[[-1.640899815952821, 48.08172986813448], [-1.640140000004848, 48.08166000000297], [-1.639679999997389, 48.08162000000369], [-1.639140000004312, 48.08155999999931], [-1.638780000000464, 48.08148999999904], [-1.638579999998226, 48.08143000000327], [-1.638389999993977, 48.08136000000333], [-1.637990000004702, 48.08124000000361]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.196;196;Porte d'Angers;Dans le sens de numérisation;12;Porte;1633;225.551829873419;30_50
48.08976731065417, -1.7928067016736469;"{""coordinates"": [[[-1.792780000003714, 48.089910000002234], [-1.792800000006838, 48.08987000000399], [-1.79281000000421, 48.08984000000158], [-1.792819999995877, 48.08980000000064], [-1.792819999999369, 48.08976999999973], [-1.792820000002859, 48.08973999999865], [-1.792809999997111, 48.08968999999863], [-1.792790000000183, 48.0896400000011], [-1.79277876171074, 48.089625952129374]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.210;210;Rond-point de la Croix Verte;Dans le sens de numérisation;3;Rond-point;16745;32.4270007842457;20_40
48.09299999512208, -1.6256083824219407;"{""coordinates"": [[[-1.62429999999987, 48.0935300000007], [-1.624500000001285, 48.09347999999712], [-1.62469, 48.09340000000226], [-1.624900000001604, 48.093290000000394], [-1.624940000003574, 48.093269999997325], [-1.625210000004503, 48.09313999999731], [-1.625580000004621, 48.092979999998086], [-1.626019999995245, 48.09281000000273], [-1.626480000001825, 48.09266000000104], [-1.62680000000252, 48.09256000000398], [-1.626936743194864, 48.09251649080476]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.243;243;Porte des Loges;Dans le sens de numérisation;13;Porte;1860;227.292108115712;30_50
48.13211208439981, -1.7720846156203152;"{""coordinates"": [[[-1.771568953401311, 48.13539523301494], [-1.771590000005374, 48.135289999998776], [-1.771680000001146, 48.134919999999205], [-1.771790000003291, 48.134499999998624], [-1.771850000003786, 48.13425000000318], [-1.771899999999672, 48.134039999997], [-1.771939999995313, 48.13381999999728], [-1.771990000005728, 48.133320000004176], [-1.772089999998801, 48.13234999999685], [-1.772170000003225, 48.13146999999785], [-1.772200000005578, 48.131220000000276], [-1.772320000005875, 48.12997999999526], [-1.772435224845451, 48.128801161151614]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.269;269;Route départementale 288;Dans les 2 sens;46;Route départemental;19825_G;736.624913044875;30_50
48.14006311197115, -1.7700305889500223;"{""coordinates"": [[[-1.770129999997793, 48.13991000000266], [-1.770020000000506, 48.14012000000024], [-1.769889999998923, 48.14017000000047]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.294;294;Route départementale 29;Dans le sens de numérisation;3;Route départemental;20687;35.9026745079986;20_40
48.14481326012738, -1.7630016286837185;"{""coordinates"": [[[-1.76221325591374, 48.14512652083224], [-1.762279999995151, 48.14510000000157], [-1.763790000001411, 48.14450000000325], [-1.763790001456397, 48.14449999942934]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.305;305;Route départementale 29;Dans les 2 sens;18;Route départemental;20760_G;136.458123367643;30_50
48.14384534213157, -1.765436443803835;"{""coordinates"": [[[-1.763790001456397, 48.14449999942934], [-1.764530000003505, 48.144210000001735], [-1.764710000005187, 48.14414000000383], [-1.765130000002963, 48.14396999999886], [-1.765419999994605, 48.14385999999851], [-1.765489999996712, 48.14382999999768], [-1.765670000000406, 48.14375999999803], [-1.766229999999466, 48.143539999999376], [-1.766530000002789, 48.143409999999484], [-1.766679999996215, 48.14334000000249], [-1.766880000006398, 48.14324000000398], [-1.767060000000656, 48.14313999999638]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.307;307;Route départementale 29;Dans les 2 sens;27;Route départemental;20761_G;286.834225416017;30_50
48.142354692591184, -1.7682372978813592;"{""coordinates"": [[[-1.76934000015109, 48.14147999973488], [-1.769340000000823, 48.14148000000243], [-1.769269999998566, 48.141570000003085], [-1.769190000005594, 48.14165999999778], [-1.769020000001034, 48.141819999997296], [-1.768950000004368, 48.14188], [-1.768860000001969, 48.14196000000143], [-1.768750000005497, 48.14203999999845], [-1.768140000005376, 48.14243000000234], [-1.767939999999386, 48.1425700000019], [-1.767670000000457, 48.14274999999687], [-1.767369999996629, 48.14293999999625], [-1.767269999998269, 48.14299999999701], [-1.767060000000656, 48.14313999999638]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.312;312;Route départementale 29;Dans les 2 sens;13;Route départemental;21968_D;251.914336093033;30_50
48.15027830873735, -1.7241039321044382;"{""coordinates"": [[[-1.725837923861813, 48.150268704992875], [-1.72554999999408, 48.15027000000098], [-1.72450000000176, 48.150280000001864], [-1.723910000000723, 48.15027999999762], [-1.723350000005898, 48.150279999999384], [-1.723239999994224, 48.15027999999787], [-1.722860000003321, 48.150280000004194], [-1.722369999994152, 48.150289999996765]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.325;325;Route départementale 29;Dans les 2 sens;29;Route départemental;24153_G;258.067900350246;30_50
48.1431698533439, -1.6984197614939756;"{""coordinates"": [[[-1.698042676957462, 48.14321727420352], [-1.698289999993598, 48.14320999999606], [-1.69847, 48.143170000002584], [-1.698619999995025, 48.143140000003], [-1.698770000003519, 48.143070000003796], [-1.698783123704813, 48.143062933386894]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.326;326;Route nationale 136;Dans le sens de numérisation;16;Route nationale;24174;59.0502127268226;20_40
48.153302886677366, -1.7011444407150473;"{""coordinates"": [[[-1.702020000004043, 48.15459999999604], [-1.701959999994427, 48.154520000002826], [-1.701819999992992, 48.1543299999961], [-1.70163999999442, 48.15408999999618], [-1.701200000004212, 48.15343000000347], [-1.701009999995869, 48.15313999999613], [-1.700919999995961, 48.15300000000259], [-1.700540000002025, 48.15233000000094], [-1.700360000004641, 48.151949999999765]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.334;334;Route départementale 137;Dans le sens de numérisation;13;Route départemental;24182;319.889144913177;30_60
48.104775222626095, -1.738088155096903;"{""coordinates"": [[[-1.739859999996936, 48.10478000000074], [-1.739120000001768, 48.10476999999982], [-1.738630000005299, 48.104760000001114], [-1.737880000003482, 48.104750000003804], [-1.737679999997635, 48.10474999999772], [-1.73719, 48.104770000000464], [-1.736760000006283, 48.10481], [-1.736319999998595, 48.10486]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.366;366;Route nationale 24;Dans le sens de numérisation;19;Route nationale;26046;264.520987804271;20_40
48.10483995664047, -1.7423207138444532;"{""coordinates"": [[[-1.74329124739467, 48.10486643606366], [-1.743140000003472, 48.104860000001025], [-1.742550000004152, 48.10483999999834], [-1.741700000001914, 48.104830000003645], [-1.741349999995598, 48.10482000000416]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.377;377;Route nationale 24;Dans le sens de numérisation;12;Route nationale;26656;144.684938271055;30_50
48.15981369898441, -1.6488204247772464;"{""coordinates"": [[[-1.649480000002411, 48.16002999999728], [-1.649239999997655, 48.15995], [-1.648780000002173, 48.15979999999809], [-1.648410000003393, 48.159680000003185], [-1.648159999994659, 48.159600000001866]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.380;380;Route départementale 29;Dans les 2 sens;6;Route départemental;28642_D;109.223659385516;30_50
48.15816524467918, -1.6435806417166243;"{""coordinates"": [[[-1.645910579240918, 48.158893069093814], [-1.645739999997223, 48.15883999999663], [-1.644049999999802, 48.15831000000331], [-1.643379999993562, 48.15809999999846], [-1.64253000000342, 48.157839999996334], [-1.642400000003204, 48.157800000002], [-1.641829999996309, 48.15762000000141], [-1.64164999999511, 48.15756000000222], [-1.641540000005755, 48.15752999999558], [-1.641249783831238, 48.15744070271884]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.394;394;Route départementale 29;Dans les 2 sens;19;Route départemental;28665_D;382.530539104207;30_50
48.137816322846284, -1.6862182186013055;"{""coordinates"": [[[-1.686109999999818, 48.13778000000377], [-1.6861800000004, 48.13780999999675], [-1.686260000005428, 48.13782999999636], [-1.686329999996756, 48.13784]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.417;417;Rond-point de Rennes;Dans le sens de numérisation;1;Rond-point;31287;17.8693208984927;20_40
48.137474487590445, -1.6864623271147412;"{""coordinates"": [[[-1.686580000001863, 48.137539999999056], [-1.686540000003623, 48.13749999999761], [-1.686479999995116, 48.137470000003525], [-1.686400000004799, 48.13745000000262], [-1.686330000000137, 48.13743999999913]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.419;419;Rond-point de Rennes;Dans le sens de numérisation;2;Rond-point;31289;22.609213660239;20_40
48.160209549828785, -1.6939586102057527;"{""coordinates"": [[[-1.69753000000225, 48.15814999999909], [-1.696450000002762, 48.15906000000019], [-1.696270000000847, 48.159199999996076], [-1.696099999994565, 48.159329999998356], [-1.695899999998852, 48.15946999999711], [-1.695679999997036, 48.15961999999809], [-1.695399999997331, 48.15979999999654], [-1.695129999997821, 48.15996000000431], [-1.694830000003955, 48.16011999999725], [-1.694530000002043, 48.16027000000258], [-1.69421999999901, 48.16040000000193], [-1.693869999996143, 48.16053999999903], [-1.693589999995527, 48.16064000000301], [-1.693300000003964, 48.160729999999056], [-1.692960000004827, 48.160830000001546], [-1.692640000000987, 48.16090999999931], [-1.69237999999426, 48.16096999999845], [-1.692129999993666, 48.16102000000179], [-1.692009999993654, 48.16104999999847], [-1.6915799999949, 48.16113], [-1.690870000001171, 48.16127000000011], [-1.690430000003053, 48.16134999999763], [-1.689999999999373, 48.161419999999666]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.439;439;Route départementale 29;Dans les 2 sens;28;Route départemental;31444_D;688.477552631643;30_50
48.1423046600123, -1.6507890585273548;"{""coordinates"": [[[-1.653170000002005, 48.142290000003186], [-1.651819999993132, 48.14232999999845], [-1.650499999995042, 48.14233000000126], [-1.649540000005599, 48.14229999999632], [-1.648409999995529, 48.14221999999841], [-1.648409999589868, 48.142219999978764]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.502;502;Route nationale 136;Dans le sens de numérisation;15;Route nationale;31673;354.884129336512;30_50
48.14165539466174, -1.6667059228141516;"{""coordinates"": [[[-1.667060000002461, 48.14164000000164], [-1.666351845625843, 48.14167078932184]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.510;510;Rocade Nord;Dans le sens de numérisation;3;Rocade;31880;52.8125200306001;30_50
48.140250354115324, -1.6867120600659646;"{""coordinates"": [[[-1.686790000002525, 48.14031000000102], [-1.686780000000417, 48.14027999999789], [-1.686760000000864, 48.140259999998825], [-1.686719999997947, 48.14024000000056], [-1.68666000000618, 48.14023], [-1.686610000005494, 48.14023000000413]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.527;527;Rond-point;Dans le sens de numérisation;1;Rond-point;32796;18.1325518863247;20_40
48.106119686073825, -1.6158193819875242;"{""coordinates"": [[[-1.616249999997866, 48.10712999999731], [-1.616190000006316, 48.10700999999915], [-1.616139999997928, 48.10686999999942], [-1.616060000002997, 48.10663999999646], [-1.615979999993458, 48.10636000000047], [-1.615919999993879, 48.106199999997514], [-1.615799999994479, 48.1059400000008], [-1.615639999999899, 48.105680000004334], [-1.615449999998194, 48.105429999998954], [-1.61527999999506, 48.10522999999801], [-1.615241926128582, 48.105191926122416]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.554;554;Boulevard des Alliés;Dans le sens de numérisation;26;Boulevard;35103;229.785011533528;20_40
48.11148660982746, -1.6228549798792309;"{""coordinates"": [[[-1.622559999993704, 48.11148000000078], [-1.62296000000385, 48.11148999999695], [-1.623150000004151, 48.11149000000162]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.579;579;Avenue des Préales;Dans les 2 sens;3;Avenue;37205_D;43.9547598433623;20_40
48.114648878677, -1.620790133994995;"{""coordinates"": [[[-1.620750000000221, 48.114839999995965], [-1.620779999995104, 48.11467000000121], [-1.62083999999986, 48.114459999999205]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.594;594;Boulevard des Alliés;Dans les 2 sens;3;Boulevard;37243_D;42.8082467972936;20_40
48.13307707943126, -1.6315854776346481;"{""coordinates"": [[[-1.629970000004467, 48.13358000000273], [-1.630269999998707, 48.13346000000077], [-1.630689999994084, 48.133300000002585], [-1.630940000002105, 48.13321999999784], [-1.631160000005449, 48.1331600000021], [-1.631339999994393, 48.133109999998396], [-1.631650000006102, 48.133039999996555], [-1.632029999994111, 48.13294999999936], [-1.63270999999773, 48.13278999999763], [-1.632830000003372, 48.132760000001305], [-1.633039999994427, 48.13271000000228], [-1.633130000004513, 48.13269000000215], [-1.633230000005371, 48.13266999999899]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.622;622;Route de Fougères;Dans les 2 sens;29;Route;37708_G;263.752286428435;20_40
48.14109561490438, -1.6281760383956059;"{""coordinates"": [[[-1.627960100175369, 48.14119996660661], [-1.628079999997497, 48.14115999999834], [-1.628170000006222, 48.14111999999869], [-1.628260000006605, 48.1410499999987], [-1.628340000000223, 48.14097999999915], [-1.628366466399995, 48.1409497526852]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.635;635;Porte des Longchamps;Dans le sens de numérisation;3;Porte;37740;41.9744893039079;20_40
48.14090344494425, -1.628400131615666;"{""coordinates"": [[[-1.628340000196303, 48.14097999978404], [-1.628410000002901, 48.14090000000355], [-1.628449999996037, 48.14082000000057]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.636;636;Porte des Longchamps;Dans le sens de numérisation;3;Porte;37741;19.6889547482195;20_40
48.14042212803116, -1.630391662149347;"{""coordinates"": [[[-1.628449999996037, 48.14082000000057], [-1.629270000005643, 48.140630000003085], [-1.629640000000755, 48.140539999996314], [-1.630089999993774, 48.140440000000275], [-1.63076000000459, 48.14032000000289], [-1.631529999993818, 48.14024000000365], [-1.63195, 48.14014999999789], [-1.632349892721208, 48.140134619511876]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.646;646;Porte des Longchamps;Dans le sens de numérisation;13;Porte;37751;301.406150476207;30_50
48.119114589330394, -1.5713318927463307;"{""coordinates"": [[[-1.569896288809349, 48.117943883854174], [-1.569950000002579, 48.11797999999569], [-1.570609999998204, 48.11843000000253], [-1.570849999997655, 48.11859999999614], [-1.571100000003179, 48.11878000000193], [-1.571390000004176, 48.11899999999843], [-1.571550000006399, 48.119159999998125], [-1.571720000004642, 48.11938000000356], [-1.571900000004796, 48.119570000004266], [-1.572070000001522, 48.119769999999555], [-1.572180000001606, 48.11994999999901], [-1.572250000004063, 48.12010000000022], [-1.572310000002414, 48.120230000001996], [-1.572390000004159, 48.12035000000237], [-1.572509999993533, 48.120529999997835]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.660;660;Porte de la Rigourdière;Dans le sens de numérisation;16;Porte;37942;352.091102069387;30_50
48.130392766263924, -1.5747593829422781;"{""coordinates"": [[[-1.572972791448432, 48.12178677656302], [-1.573120000003134, 48.12219000000096], [-1.573199999998318, 48.12240999999607], [-1.573379999995466, 48.122909999998605], [-1.573449999997916, 48.123099999997656], [-1.573590000005452, 48.12348999999694], [-1.57380000000276, 48.12408000000017], [-1.574020000003761, 48.12479999999766], [-1.574140000001829, 48.125259999999386], [-1.574240000002889, 48.12577999999794], [-1.574290000000973, 48.12627999999626], [-1.574319999995251, 48.12678999999762], [-1.574320000004898, 48.12728999999726], [-1.574260000006045, 48.127800000002814], [-1.574189999995653, 48.12831999999695], [-1.574160000006566, 48.12854000000177], [-1.574119999997288, 48.12883999999647], [-1.574049999997545, 48.12936000000187], [-1.574009999997397, 48.129899999996645], [-1.573990000003131, 48.13034999999736], [-1.574010000000463, 48.13094999999712], [-1.574060000001056, 48.13148000000228], [-1.574149999998817, 48.131989999999334], [-1.574270000005026, 48.13248999999598], [-1.574429999998332, 48.13298999999883], [-1.57460999999408, 48.13348000000436], [-1.57482999999674, 48.13397000000307], [-1.575070000003598, 48.13445000000118], [-1.575370000004639, 48.134919999998054], [-1.575659999997846, 48.13538999999843], [-1.575949999995374, 48.135789999999716], [-1.576330000003164, 48.13625999999769], [-1.57671, 48.136690000003945], [-1.57712000000039, 48.1370900000012], [-1.577540000005655, 48.13748999999635], [-1.577990000003225, 48.137870000001676], [-1.578029999997843, 48.13789999999622], [-1.578319999994577, 48.13812999999931]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.665;665;Rocade Est;Dans le sens de numérisation;77;Rocade;37949;1906.82957669671;30_50
