Geo Point;Geo Shape;gml_id;id_rva_fcd_avt_20230328;denomination;sens_circul;freeflowtime;type;id_troncon;length;thresholds
48.09430765134332, -1.6349513805770772;"{""coordinates"": [[[-1.635584756004583, 48.0945298248052], [-1.635180000002349, 48.094390000003465], [-1.634930000003045, 48.09429999999855], [-1.634719999995083, 48.09423000000367], [-1.634620000005247, 48.09418999999946], [-1.634320000006421, 48.0940799999984]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1608;1608;Rue de Châteaugiron;Dans les 2 sens;9;Rue;53336_D;106.686463231506;20_40
48.135092130882654, -1.7051911584407446;"{""coordinates"": [[[-1.699264475099558, 48.13900298594583], [-1.699560000000938, 48.13889999999902], [-1.699870000002177, 48.13878999999756], [-1.700450000004612, 48.138519999998664], [-1.701029999993345, 48.138239999996806], [-1.701189999995376, 48.138160000003325], [-1.701609999995816, 48.137950000002284], [-1.70217999999693, 48.13765000000339], [-1.702740000001001, 48.13733999999582], [-1.703269999993282, 48.13700999999816], [-1.703779999998182, 48.13665999999796], [-1.70427999999822, 48.13630999999664], [-1.704739999999034, 48.135930000001125], [-1.705200000006385, 48.13557000000123], [-1.705640000004609, 48.13519000000288], [-1.706039999997155, 48.134809999999646], [-1.706420000005125, 48.134419999997576], [-1.706980000000834, 48.133839999995516], [-1.707450000004434, 48.13334000000151], [-1.707540000004212, 48.133240000000285], [-1.708129999995563, 48.1325999999962], [-1.708409999999241, 48.13229999999565], [-1.708620000003208, 48.13206999999956], [-1.709390000006029, 48.1312499999963], [-1.709629999996441, 48.13099999999801], [-1.709960000001667, 48.13065000000322], [-1.710029999994437, 48.13057999999696], [-1.710250000002887, 48.13036999999808], [-1.710410000002553, 48.13021000000075]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1616;1616;Rocade Nord-ouest;Dans le sens de numérisation;53;Rocade;53428;1299.15679836047;30_50
48.09951089317358, -1.694394510521362;"{""coordinates"": [[[-1.694510000000603, 48.09868999999556], [-1.694440000000404, 48.09889000000042], [-1.694390000003174, 48.099029999995615], [-1.694350000004446, 48.099149999997884], [-1.694310000003176, 48.09928999999751], [-1.694299999993535, 48.09932999999669], [-1.694289999994431, 48.099430000002165], [-1.694300000000414, 48.099529999998225], [-1.69433, 48.09969000000116], [-1.694389999995904, 48.09986000000097], [-1.694419999995699, 48.09995999999938], [-1.694459999994048, 48.10008999999791], [-1.694509999999256, 48.10023000000447], [-1.694540000002967, 48.100309999997116], [-1.694549999996123, 48.10032999999577]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1623;1623;Rue Claude Bernard;Dans les 2 sens;13;Rue;53575_G;186.144404847724;20_40
48.09211759118394, -1.628422813554744;"{""coordinates"": [[[-1.628029999996152, 48.09199999999844], [-1.628209999999146, 48.09204999999697], [-1.628329999997753, 48.0920900000024], [-1.628450000004272, 48.092129999997674], [-1.628569999993515, 48.092170000001815], [-1.628669999994236, 48.092199999998556], [-1.6288199999953, 48.09221000000101]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1631;1631;Rue de Châteaugiron;Dans le sens inverse de numérisation;5;Rue;53660;63.8599392589826;20_40
48.09156942118703, -1.6269124004520406;"{""coordinates"": [[[-1.62688000000458, 48.09150000000399], [-1.62688999999528, 48.091539999996186], [-1.626919999994035, 48.09158999999969], [-1.626960000005734, 48.09163000000058]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1632;1632;Porte des Loges;Dans le sens de numérisation;1;Porte;53662;15.8551561743714;20_40
48.08363859964295, -1.6608325109513242;"{""coordinates"": [[[-1.660839999998092, 48.083560000000816], [-1.660829999993481, 48.08367000000056], [-1.660823439474051, 48.08371701706058]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1642;1642;Avenue des Pays-Bas;Dans le sens inverse de numérisation;4;Avenue;53721;17.5045040935392;20_40
48.096184684009295, -1.6894844009207015;"{""coordinates"": [[[-1.689450000006035, 48.096249999996424], [-1.689470000005939, 48.09620999999893], [-1.689519999996248, 48.096120000003374]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1645;1645;Rue de Nantes;Dans les 2 sens;1;Rue;53860_D;15.368402331889;20_40
48.120460627983626, -1.7232857705513673;"{""coordinates"": [[[-1.724409363004306, 48.12077926750347], [-1.72434, 48.12076000000403], [-1.723750000005714, 48.1205899999994], [-1.723540000005746, 48.120530000000606], [-1.722499999996813, 48.120240000000756], [-1.722359999995157, 48.12020000000073], [-1.722159999993502, 48.12014999999641], [-1.722159999938228, 48.120149999980654]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1671;1671;Rue de Saint-Brieuc;Dans le sens de numérisation;11;Rue;53941;181.513092322499;20_40
48.125809508312656, -1.7224703787952658;"{""coordinates"": [[[-1.729157742569603, 48.125780412060685], [-1.728479999997265, 48.1258], [-1.72801999999335, 48.12580999999963], [-1.727239999998254, 48.12579999999782], [-1.726479999999369, 48.125789999999675], [-1.725670000005802, 48.125770000000564], [-1.724589999999173, 48.12573999999618], [-1.723580000004885, 48.125719999995404], [-1.722960000001371, 48.12570999999981], [-1.72235999999977, 48.1257200000021], [-1.721819999996898, 48.12572999999787], [-1.721219999998057, 48.125749999995726], [-1.720669999994734, 48.12576000000342], [-1.720050000000574, 48.12577999999714], [-1.719419999994122, 48.125810000004435], [-1.718890000005401, 48.125830000000526], [-1.718209999999314, 48.12586999999878], [-1.717610000003649, 48.125929999995876], [-1.716930000002094, 48.12598999999784], [-1.715990000000847, 48.1260799999982], [-1.715792605875973, 48.12610099937821]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1679;1679;Echangeur Pont Lagot;Dans le sens de numérisation;75;Echangeur;53959;997.55256715794;30_60
48.13410693777013, -1.6854502894515242;"{""coordinates"": [[[-1.68529999999985, 48.133610000000886], [-1.685379999996725, 48.13384999999754], [-1.685409999994704, 48.1339500000031], [-1.685470000004604, 48.13416000000095], [-1.685560000000923, 48.13450999999689], [-1.685587490822066, 48.13460774515106]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1685;1685;Avenue Gros Malhon;Dans les 2 sens;18;Avenue;53992_D;113.006948217558;20_40
48.141880405099336, -1.665262970559792;"{""coordinates"": [[[-1.663455747578234, 48.141956166304375], [-1.663949999996861, 48.14192999999756], [-1.665420000002883, 48.14188000000363], [-1.665699999998199, 48.1418699999974], [-1.666190000006521, 48.1418400000018], [-1.667070000002115, 48.14179999999628]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1690;1690;Route nationale 136;Dans le sens de numérisation;24;Route nationale;54067;269.563330911132;30_50
48.12765843435206, -1.652258886461169;"{""coordinates"": [[[-1.652040021772134, 48.12775499728103], [-1.652079999995941, 48.127750000000404], [-1.652169999997261, 48.12771999999795], [-1.652239999997325, 48.12769000000027], [-1.6523, 48.12765999999669], [-1.652359999995709, 48.12761000000441], [-1.652399999994875, 48.127560000003704], [-1.652420000000284, 48.12750999999964], [-1.652422288430482, 48.12749398099789]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1695;1695;Rond-point des Gayeulles;Dans le sens de numérisation;4;Rond-point;54164;43.2566559482976;20_40
48.118280000003324, -1.6707250000004894;"{""coordinates"": [[[-1.670590000001918, 48.1182900000033], [-1.670859999999061, 48.11827000000334]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1702;1702;Rue Jean Guéhenno;Dans les 2 sens;1;Rue;54223_G;20.2253775390268;20_40
48.11402561902555, -1.705747559130203;"{""coordinates"": [[[-1.704720000000433, 48.11344000000266], [-1.705030000003419, 48.11362000000362], [-1.705189999997768, 48.11371000000422], [-1.706069999994076, 48.11420000000431], [-1.706380000003398, 48.11439000000378], [-1.706770000005596, 48.114620000000905]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1718;1718;Rue de Saint-Brieuc;Dans les 2 sens;14;Rue;54358_D;201.315783122508;20_40
48.10771709148102, -1.7154604290387008;"{""coordinates"": [[[-1.715299999998928, 48.10775000000126], [-1.715620858078474, 48.10768418296078]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1723;1723;Rue de Lorient;Dans le sens de numérisation;2;Rue;54368;24.9898783311084;20_40
48.10760624284529, -1.7160452937158566;"{""coordinates"": [[[-1.715620858078474, 48.10768418296078], [-1.715689999998559, 48.10766999999554], [-1.716090000000272, 48.10760000000216], [-1.716340000003785, 48.10754999999652], [-1.716470000002368, 48.10753]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1727;1727;Route nationale 24;Dans le sens de numérisation;7;Route nationale;54373;65.536354496522;20_40
48.10748037530382, -1.7167542897441121;"{""coordinates"": [[[-1.716470000002368, 48.10753], [-1.716790000004426, 48.10746999999897], [-1.717039999999412, 48.107440000001475]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1728;1728;Rue de Lorient;Dans le sens de numérisation;3;Rue;54374;43.6607669916364;20_40
48.10734965484505, -1.7193307457582776;"{""coordinates"": [[[-1.718800000004279, 48.10773999999722], [-1.718830000002052, 48.10767999999665], [-1.718839999996668, 48.10762000000158], [-1.718850000001324, 48.10751999999783], [-1.718860000003078, 48.10748000000432], [-1.718879999994696, 48.10743000000227], [-1.718910000003399, 48.107400000001284], [-1.718990000004296, 48.107350000000636], [-1.719069999997894, 48.107320000003696], [-1.719250000005148, 48.107270000004135], [-1.720069973527763, 48.10725820181681]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1735;1735;Porte de Lorient;Dans le sens de numérisation;12;Porte;54384;129.739454935795;20_40
48.13036384088438, -1.6893244908241352;"{""coordinates"": [[[-1.688850000005067, 48.12982999999573], [-1.688950000005569, 48.129960000003244], [-1.688970000006677, 48.12999000000132], [-1.689040000003502, 48.13006999999986], [-1.68908999999566, 48.13014000000223], [-1.689270000003793, 48.13032000000106], [-1.68941999999822, 48.13047000000122], [-1.68963000000236, 48.13068], [-1.689670000001218, 48.13071999999554], [-1.689780000006418, 48.130820000002046], [-1.689830000002343, 48.1308699999958]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1740;1740;Rue de Saint-Malo;Dans le sens de numérisation;10;Rue;54400;136.956958883771;20_40
48.12914306913836, -1.6882164020778474;"{""coordinates"": [[[-1.688360000004292, 48.129259999997636], [-1.688219999998777, 48.1291399999968], [-1.688067137739881, 48.129033459636084]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1760;1760;Rue de Saint-Malo;Dans le sens inverse de numérisation;4;Rue;54468;33.3568089689287;20_40
48.110194060682105, -1.6644050817422176;"{""coordinates"": [[[-1.664219999995494, 48.110180000002735], [-1.664490000002676, 48.110199999999594], [-1.664590000005408, 48.110209999996684]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1771;1771;Avenue Aristide Briand;Dans le sens inverse de numérisation;2;Avenue;54582;27.7577000938263;20_40
48.10999999999956, -1.6607017826065973;"{""coordinates"": [[[-1.661523879352559, 48.10999999999956], [-1.66069999999762, 48.10999999999796], [-1.660020000005014, 48.11000000000294], [-1.659879685860636, 48.10999999999686]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1775;1775;Avenue Sergent Maginot;Dans le sens de numérisation;14;Avenue;54650;122.437458930525;20_40
48.111782460949904, -1.6461074609474247;"{""coordinates"": [[[-1.646070000005556, 48.11174000000358], [-1.646099999999436, 48.11178000000354], [-1.646149999997397, 48.111820000000456]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1792;1792;Rond-point;Dans le sens de numérisation;1;Rond-point;54885;10.7775574608349;20_40
48.1042799999995, -1.6845799999994837;"{""coordinates"": [[[-1.68459000000127, 48.10448999999713], [-1.684569999997697, 48.10407000000188]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1799;1799;Boulevard de La Tour d'Auvergne;Dans le sens de numérisation;3;Boulevard;54914;46.7245346153797;20_40
48.10861733099172, -1.684263212546107;"{""coordinates"": [[[-1.684269999994347, 48.10857999999972], [-1.684256425097867, 48.10865466198372]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1807;1807;Place de Bretagne;Dans le sens inverse de numérisation;2;Place;55172;8.36316957741693;20_40
48.108175959038526, -1.6828997188421924;"{""coordinates"": [[[-1.681989999998294, 48.107900000004086], [-1.682950000001855, 48.108189999999254], [-1.683100000002803, 48.10824000000159], [-1.683810000002975, 48.108449999996374]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1810;1810;Boulevard de la Liberté;Dans le sens de numérisation;11;Boulevard;55176;148.703437453412;20_40
48.10765167682728, -1.6811573959508535;"{""coordinates"": [[[-1.680319999999522, 48.10742000000382], [-1.68050999999546, 48.10747000000258], [-1.681180000000181, 48.107650000000596], [-1.681279999995828, 48.10768000000364], [-1.681989999998294, 48.107900000004086]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1811;1811;Boulevard de la Liberté;Dans le sens de numérisation;10;Boulevard;55178;135.380164621518;20_40
48.10743717811196, -1.6769250379258194;"{""coordinates"": [[[-1.676029999994725, 48.10745000000367], [-1.676200000006655, 48.107450000002665], [-1.676950000003068, 48.10744000000181], [-1.677260000001286, 48.10743000000285], [-1.67771, 48.10741999999783], [-1.677819999997527, 48.10742]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1815;1815;Boulevard de la Liberté;Dans le sens de numérisation;10;Boulevard;55186;133.358069334663;20_40
48.10520499984996, -1.677559999954161;"{""coordinates"": [[[-1.677579999915112, 48.10527999970175], [-1.67753999999321, 48.10512999999816]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1818;1818;Rue d'Isly;Dans les 2 sens;7;Rue;55197_D;16.9427612774912;20_40
48.104337292096325, -1.650206044959056;"{""coordinates"": [[[-1.650090000006539, 48.10413000000384], [-1.650200000000614, 48.104290000001335], [-1.650230000005532, 48.10436000000067], [-1.650250000006425, 48.10443000000278], [-1.650289999993722, 48.10455999999575]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1828;1828;Boulevard Villebois-Mareuil;Dans les 2 sens;4;Boulevard;55440_G;50.3676044853788;20_40
48.10390499999947, -1.649810000000564;"{""coordinates"": [[[-1.649760000000533, 48.10384999999761], [-1.649860000000595, 48.103960000001344]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1830;1830;Boulevard Villebois-Mareuil;Dans les 2 sens;1;Boulevard;55443_G;14.320162149921;20_40
48.10413435408406, -1.6499826366742214;"{""coordinates"": [[[-1.64988, 48.10410999999708], [-1.649910000003558, 48.10413000000149], [-1.649960000003763, 48.104140000001124], [-1.650040000000589, 48.10413999999596], [-1.650090000006539, 48.10413000000384]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1832;1832;Rond-point;Dans le sens de numérisation;2;Rond-point;55447;16.8828039862707;20_40
48.102686234043354, -1.6766260759028782;"{""coordinates"": [[[-1.67656999999368, 48.10249999999815], [-1.676610000000573, 48.102650000000175], [-1.676649999993049, 48.102759999995946], [-1.676689999996721, 48.10286999999983]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1843;1843;Rue de l'Alma;Dans le sens de numérisation;3;Rue;55643;42.1202711566445;20_40
48.09118696388519, -1.6454577282166785;"{""coordinates"": [[[-1.645569999997964, 48.09131000000247], [-1.645430000001723, 48.09116000000361], [-1.645349999995085, 48.091059999996034]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1845;1845;Rue de Vern;Dans les 2 sens;2;Rue;55781_D;32.2865953995945;20_40
48.09118696388519, -1.6454577282166785;"{""coordinates"": [[[-1.645349999995085, 48.091059999996034], [-1.645430000001723, 48.09116000000361], [-1.645569999997964, 48.09131000000247]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1846;1846;Rue de Vern;Dans les 2 sens;2;Rue;55781_G;32.2865953995945;20_40
48.08556104920545, -1.6750409445408692;"{""coordinates"": [[[-1.675039999995484, 48.08560850354301], [-1.675039999993637, 48.085559999998154], [-1.675043860266721, 48.08551367685854]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1861;1861;Avenue Henri Fréville;Dans le sens de numérisation;7;Avenue;55879;10.5519900072949;20_40
48.08452820975565, -1.6746976701253704;"{""coordinates"": [[[-1.674810000005862, 48.08385999999944], [-1.674800000001951, 48.084460000001556], [-1.674650000001534, 48.08470000000244], [-1.674570000006123, 48.084900000002726], [-1.674460000001634, 48.08517000000389]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1864;1864;Passage Henri Fréville;Dans le sens inverse de numérisation;11;Passage;55887;149.794512459398;20_40
48.08468834699412, -1.695993761945288;"{""coordinates"": [[[-1.695959999994503, 48.084619999998374], [-1.695959999993708, 48.08464999999675], [-1.695970000005538, 48.08468000000392], [-1.695989999995575, 48.0847000000018], [-1.696019999994669, 48.08472000000186], [-1.696060000004275, 48.084729999996625]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1877;1877;Rue de Nantes;Dans le sens de numérisation;1;Rue;55932;15.7643508374666;20_40
48.082498293511975, -1.6748062889501867;"{""coordinates"": [[[-1.674909999994102, 48.082110000001386], [-1.674830000000841, 48.082460000002904], [-1.674679999998429, 48.08288000000023]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1883;1883;Avenue Henri Fréville;Dans le sens inverse de numérisation;4;Avenue;55978;87.3902281726811;20_40
48.08458006382482, -1.6959956897454624;"{""coordinates"": [[[-1.696039999994662, 48.08454999999979], [-1.69600000000336, 48.08457000000258], [-1.695979999997467, 48.08458999999839], [-1.695959999994503, 48.084619999998374]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1887;1887;Rue de Nantes;Dans le sens de numérisation;1;Rue;56020;10.0487484395152;20_40
48.08341999999642, -1.6609550000014182;"{""coordinates"": [[[-1.661049999996453, 48.083419999996075], [-1.660860000006383, 48.083419999996764]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1892;1892;Rond-point;Dans le sens de numérisation;1;Rond-point;56118;14.1559438577357;20_40
48.083494999997605, -1.6610600000011662;"{""coordinates"": [[[-1.661070000005879, 48.083569999999135], [-1.661049999996453, 48.083419999996075]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1894;1894;Rond-point;Dans le sens de numérisation;1;Rond-point;56125;16.7452229458618;20_40
48.08439051093985, -1.6611090017725354;"{""coordinates"": [[[-1.661104588363426, 48.08454093862912], [-1.661109999996949, 48.08443000000321], [-1.661110000002873, 48.08424000000308]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1897;1897;Avenue des Pays-Bas;Dans le sens de numérisation;5;Avenue;56131;33.4685444226728;20_40
48.08678492219965, -1.6610121970207576;"{""coordinates"": [[[-1.661020000003171, 48.08657999999638], [-1.661010000001175, 48.08676000000322], [-1.66100999999966, 48.08699000000414]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1899;1899;Avenue des Pays-Bas;Dans les 2 sens;3;Avenue;56218_G;45.6025851396139;20_40
48.0859182915659, -1.6609296336903125;"{""coordinates"": [[[-1.660840000005173, 48.085510000000184], [-1.660900000002582, 48.08559000000191], [-1.660929999999329, 48.08564000000318], [-1.660950000002204, 48.08569000000184], [-1.660959999995574, 48.0857400000025], [-1.660950000006423, 48.08598999999765], [-1.660930000001977, 48.08621000000204], [-1.660919999993958, 48.08624999999706], [-1.660900000004967, 48.08629000000203], [-1.660870000000582, 48.08634000000202]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1902;1902;Avenue des Pays-Bas;Dans le sens inverse de numérisation;7;Avenue;56225;94.8203841688728;20_40
48.0865266787033, -1.6611184894002107;"{""coordinates"": [[[-1.661020000003171, 48.08657999999638], [-1.661079999995041, 48.086570000003675], [-1.6611199999941, 48.08655000000196], [-1.661140000001235, 48.08653000000351], [-1.661160000000719, 48.08650000000043], [-1.661170000001005, 48.08647000000027], [-1.661169999997806, 48.08642999999651]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1904;1904;Rond-point;Dans le sens de numérisation;2;Rond-point;56231;22.5204706390784;20_40
48.06179446117482, -1.7601091704867715;"{""coordinates"": [[[-1.755279999997711, 48.06209999999951], [-1.755719999994161, 48.06209999999646], [-1.756249999995399, 48.06210000000286], [-1.75673000000548, 48.06209000000014], [-1.757380000000403, 48.06206000000016], [-1.757800000001567, 48.062019999996274], [-1.757979999993874, 48.06200000000067], [-1.758450000000831, 48.06196000000224], [-1.759510000000183, 48.061869999998216], [-1.760970000004837, 48.06173000000252], [-1.762079999994495, 48.06163000000423], [-1.762220000001526, 48.06161999999807], [-1.762550000002374, 48.06158000000115], [-1.762789999998168, 48.061560000004505], [-1.764069999993866, 48.0614399999962], [-1.764719999994077, 48.06138000000137], [-1.764931463088622, 48.06136017533235]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1917;1917;Route départementale 34;Dans les 2 sens;45;Route départemental;5663_G;724.911476829955;30_50
48.061333702318855, -1.7652138419438965;"{""coordinates"": [[[-1.765496075260399, 48.061307242940494], [-1.765359999996412, 48.06132000000114], [-1.765040000005641, 48.06135000000322], [-1.76493160862665, 48.06136016168928]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1919;1919;Route départementale 34;Dans les 2 sens;8;Route départemental;5664_G;42.4830325978783;30_50
48.107864684877114, -1.701369398178409;"{""coordinates"": [[[-1.701664166380907, 48.10780716671895], [-1.701550000001148, 48.107830000000696], [-1.701419999998709, 48.10785], [-1.701269999995914, 48.107880000001664], [-1.70107757737167, 48.10793497789733]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1923;1923;Rue de Lorient;Dans les 2 sens;8;Rue;56871_G;46.0431299313818;20_40
48.101854884558186, -1.6946015329660635;"{""coordinates"": [[[-1.694599999996569, 48.10209999999646], [-1.694600000003611, 48.10187000000183], [-1.694599999993115, 48.101759999996034], [-1.694609999995511, 48.10160999999925]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1941;1941;Rue Claude Bernard;Dans les 2 sens;7;Rue;57082_D;54.5008494861652;20_40
48.10096599887972, -1.6946232515398092;"{""coordinates"": [[[-1.694549999996123, 48.10032999999577], [-1.694599999995179, 48.10051000000067], [-1.694630000002525, 48.10063000000203], [-1.69463999999514, 48.10070000000342], [-1.694649999994566, 48.10088000000066], [-1.694640000001652, 48.10108000000148], [-1.694609999995511, 48.10160999999925]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1944;1944;Rue Claude Bernard;Dans les 2 sens;15;Rue;57083_G;142.959643132607;20_40
48.082999204105356, -1.661015813973715;"{""coordinates"": [[[-1.661049999996453, 48.083419999996075], [-1.66104, 48.08335000000057], [-1.66103000000336, 48.0832999999987], [-1.661009999996018, 48.083130000003834], [-1.661010000005407, 48.08287000000257], [-1.661009999999645, 48.082700000000145], [-1.661009999994646, 48.08263000000342], [-1.660990000003869, 48.08258000000279]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1950;1950;Avenue des Pays-Bas;Dans le sens de numérisation;6;Avenue;59836;93.7413808651172;20_40
48.11854082479181, -1.689050910607807;"{""coordinates"": [[[-1.689160000002854, 48.11841999999724], [-1.689089999996072, 48.11850000000189], [-1.688940000003669, 48.11866000000035]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1968;1968;Boulevard de Verdun;Dans les 2 sens;2;Boulevard;63409_D;31.3154857889767;20_40
48.14240152446703, -1.653770529621969;"{""coordinates"": [[[-1.653520205177334, 48.14241282944003], [-1.654020854066603, 48.14239021949404]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1974;1974;Route nationale 136;Dans le sens de numérisation;13;Route nationale;63903;37.3428919683331;30_50
48.101662043652155, -1.7177481652882172;"{""coordinates"": [[[-1.717740000004233, 48.10160999999866], [-1.717739999994103, 48.10165000000018], [-1.717750000001963, 48.10167999999807], [-1.717770000006877, 48.10171000000284]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1980;1980;Rond-point;Dans le sens de numérisation;1;Rond-point;63950;11.5188371408504;20_40
48.08899615785787, -1.7031110970626977;"{""coordinates"": [[[-1.702599999994128, 48.08862999999775], [-1.702719999997287, 48.08871999999972], [-1.702969999994096, 48.08889000000033], [-1.703340000003444, 48.08916000000065], [-1.703529999994094, 48.089299999999845], [-1.703618638649462, 48.08936732049511]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1992;1992;Route nationale 136;Dans le sens de numérisation;15;Route nationale;63979;111.732971753886;30_50
48.082814045894175, -1.6972448944796146;"{""coordinates"": [[[-1.697189999995506, 48.08292999999774], [-1.697249999998256, 48.08280999999689], [-1.697294265195309, 48.08269564824171]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1994;1994;Porte de Bréquigny;Dans le sens de numérisation;2;Porte;64029;27.2077278871845;20_40
48.08468871961262, -1.698771390384581;"{""coordinates"": [[[-1.697380000000747, 48.08329000000434], [-1.697510000006092, 48.083319999995396], [-1.697610000000709, 48.08335000000258], [-1.697689999995471, 48.083390000002936], [-1.697749999999791, 48.08343000000353], [-1.697830000002263, 48.08350000000077], [-1.697979999996474, 48.083659999998474], [-1.698089999998409, 48.083780000000665], [-1.698460000003391, 48.08421999999541], [-1.698569999999757, 48.08436000000361], [-1.698759999994192, 48.084590000002336], [-1.69905999999402, 48.085009999996025], [-1.69933999999415, 48.08543000000132], [-1.699619999998647, 48.08582000000162], [-1.699860000003862, 48.086119999996775], [-1.700020000001411, 48.08626999999716]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.1995;1995;Porte de Bréquigny;Dans le sens de numérisation;16;Porte;64032;390.992364505797;20_40
48.11006282203502, -1.6865391428810694;"{""coordinates"": [[[-1.686189999998346, 48.11018999999813], [-1.686309999997355, 48.11012999999821], [-1.686440000003052, 48.11007999999638], [-1.686629999995445, 48.11003000000437], [-1.686900000002689, 48.10996999999825]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2002;2002;Mail François Mitterrand;Dans le sens de numérisation;7;Mail;64039;58.7009445533061;20_40
48.05484099187435, -1.7376019847512785;"{""coordinates"": [[[-1.734059999995541, 48.0557], [-1.735000000004999, 48.055540000003596], [-1.735410000002028, 48.05546999999969], [-1.735720000002824, 48.05541000000183], [-1.736179999998914, 48.055330000000495], [-1.736810000005064, 48.055209999996016], [-1.73746999999949, 48.05505999999655], [-1.737679999996167, 48.05500000000307], [-1.738089999994923, 48.0548599999977], [-1.738639999998515, 48.0546500000022], [-1.738959999999417, 48.054499999998164], [-1.740630000002528, 48.05370999999847], [-1.740995942469385, 48.05352097011611]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2009;2009;Route départementale 177;Dans le sens de numérisation;27;Route départemental;6421;578.49590410942;30_60
48.08978270473221, -1.6248794417159815;"{""coordinates"": [[[-1.62508000000569, 48.09027999999654], [-1.62503000000052, 48.09020000000315], [-1.624960000003608, 48.09005000000084], [-1.624919999993976, 48.08994999999697], [-1.624889999995482, 48.08986000000058], [-1.624839999995316, 48.089679999996065], [-1.624819999995409, 48.08958000000112], [-1.624759999994523, 48.08951999999611], [-1.624759999996871, 48.089459999996336], [-1.624760000006443, 48.08938999999692], [-1.624770000003564, 48.0892700000006]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2014;2014;Route départementale 463;Dans les 2 sens;8;Route départemental;64637_D;116.31012630244;20_40
48.09080055787838, -1.674252535308707;"{""coordinates"": [[[-1.674255070617473, 48.09066111575359], [-1.67425, 48.09094000000318]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2017;2017;Avenue Henri Fréville;Dans le sens inverse de numérisation;8;Avenue;65281;31.012022580891;20_40
