Geo Point;Geo Shape;gml_id;id;id_evt;commune;quartier;localisation;commentaire;date_deb;date_fin;type;interlocuteur;libelle;niv_perturbation;date_maj
48.11023823292176, -1.6699242109014631;"{""coordinates"": [[[-1.665654759498456, 48.1102613932886], [-1.665816790920143, 48.11027084643353], [-1.667115666684794, 48.1102562961755]], [[-1.667115666684794, 48.1102562961755], [-1.667488819183417, 48.11025552737159]], [[-1.667488819183417, 48.11025552737159], [-1.669502914525509, 48.11024866706216]], [[-1.669502914525509, 48.11024866706216], [-1.671014815854611, 48.11024162157751]], [[-1.671014815854611, 48.11024162157751], [-1.671214438468912, 48.11024068971374], [-1.671299837102021, 48.11021649562239]], [[-1.671299837102021, 48.11021649562239], [-1.6740385130445, 48.11020397982064]], [[-1.6740385130445, 48.11020397982064], [-1.674192916416585, 48.110201673170884]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-18f1;136;75106;35238 - Rennes;1 - Centre, 2 - Thabor / Saint-Hélier / Alphonse Guérin / Baud-Chardonnet;Avenue Aristide Briand, de la Rue de Châteaudun jusqu'à la Rue Hardouin de Chartres, Quai Dujardin;Circulation interdite;2025-05-26T02:00:00+02:00;2025-06-27T02:00:00+02:00;Circulation interdite;;de réaménagement de voirie;Secteur à éviter;2025-05-19T20:19:32+02:00
48.11396091490864, -1.645769868364231;"{""coordinates"": [[[-1.645980646954272, 48.113955214883006], [-1.645559089774189, 48.11396661493427]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-18eb;323;75393;35238 - Rennes;6 - Jeanne d'Arc / Longs Champs / Beaulieu;Avenue Général Leclerc, de la Rue du Moulin de Joué jusqu'à la Rue Jeanne Couplan;Circulation interdite;2025-06-16T02:00:00+02:00;2025-07-11T02:00:00+02:00;Circulation interdite;;;Secteur à éviter;2025-06-04T20:20:42+02:00
48.10986742172348, -1.6681358510496123;"{""coordinates"": [[[-1.669497865515003, 48.109863034383395], [-1.666773836584223, 48.109871809063556]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-18e9;142;75088;35238 - Rennes;2 - Thabor / Saint-Hélier / Alphonse Guérin / Baud-Chardonnet;Avenue Sergent Maginot, de la Rue Leconte de Lisle jusqu'à la Rue de la Barbotière;Circulation interdite;2025-05-26T02:00:00+02:00;2025-06-27T02:00:00+02:00;Circulation interdite;;de réaménagement de voirie;Secteur à éviter;2025-05-19T20:19:32+02:00
48.129139363070934, -1.673851860840312;"{""coordinates"": [[[-1.674088786883951, 48.12938290947213], [-1.673930724291082, 48.12914266493397], [-1.673554602152084, 48.128965344682356]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-18e5;284;75563;35238 - Rennes;5 - Maurepas / Bellangerais;Rue de la Motte-Brûlon, dans le sens de la Place Henri Pollès jusqu'à la Rue de la Bellangerais;Circulation interdite;2025-06-13T02:00:00+02:00;2025-10-31T01:00:00+01:00;Circulation interdite;;;Secteur à éviter;2025-06-12T20:20:00+02:00
48.09446942119094, -1.6982607376303083;"{""coordinates"": [[[-1.698502069474604, 48.09439619872667], [-1.698019405786012, 48.0945426436552]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-18e3;302;75287;35281 - Saint-Jacques-de-la-Lande;;75 boulevard Jean Mermoz vers et jusqu'à la rue Jeanne Bohec;Circulation interdite;2025-06-16T02:00:00+02:00;2025-08-01T02:00:00+02:00;Circulation interdite;;sur voirie;Secteur à éviter;2025-05-26T20:19:22+02:00
48.11464857618042, -1.6881563481600654;"{""coordinates"": [[[-1.687942344947213, 48.11515396451715], [-1.688115530438562, 48.114886130979876], [-1.688191206987369, 48.11473427708439], [-1.688199016866124, 48.11471221016866]], [[-1.688199016866124, 48.11471221016866], [-1.688217877664766, 48.114635422364096], [-1.688242421313364, 48.11451169439805], [-1.688235213740551, 48.11437322172002], [-1.688232119032925, 48.114287384725046], [-1.688207558263662, 48.11421260515412], [-1.688173958827181, 48.11410944959915]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-18df;153;75248;35238 - Rennes;1 - Centre, 3 - Bourg l'Evesque / La Touche / Moulin du Comte;Boulevard Maréchal de Lattre de Tassigny, de la Rue du Canal jusqu'à la Rue du Bourg l'Evesque;Circulation interdite;2025-05-28T02:00:00+02:00;2025-06-27T02:00:00+02:00;Circulation interdite;;sur réseaux ou ouvrages de transport ou distribution de chaleur;Secteur à éviter;2025-05-26T20:19:22+02:00
48.11225251564856, -1.6875499074436688;"{""coordinates"": [[[-1.687239503831286, 48.112332751108376], [-1.687860311056051, 48.11217228018874]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-18d2;158;75285;35238 - Rennes;3 - Bourg l'Evesque / La Touche / Moulin du Comte;Rue de Brest, du Boulevard Maréchal de Lattre de Tassigny jusqu'au 2;Circulation interdite;2025-05-28T02:00:00+02:00;2025-06-27T02:00:00+02:00;Circulation interdite;;sur réseaux ou ouvrages de transport ou distribution de chaleur;Secteur à éviter;2025-05-26T20:19:22+02:00
48.09149234138575, -1.6268649938246624;"{""coordinates"": [[[-1.626535774603108, 48.09138310853067], [-1.627194213046217, 48.09160157424083]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1a36;192;75279;35055 - Chantepie, 35238 - Rennes;7 - La Pommeraie, 7 - La Pommeraie;Route départementale 463 au niveau de l'ouvrage d'art de la RN 136;Rétrécissement temporaire de largeur de voie - PLATEFORMES;2025-06-02T02:00:00+02:00;2025-06-27T02:00:00+02:00;Rétrécissement temporaire de largeur de voie - PLATEFORMES;;d'aménagement d'une piste cyclable;Circulation difficile;2025-05-26T20:19:22+02:00
48.094406719215186, -1.6912974260205338;"{""coordinates"": [[[-1.690611462171855, 48.09442988947427], [-1.690945309726715, 48.09447258320831], [-1.691172909074296, 48.094456254660926], [-1.691683089740285, 48.09435799425825], [-1.691973408000037, 48.094268706555106]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1a31;126;74772;35281 - Saint-Jacques-de-la-Lande;;Rue de la Pilate, de la Rue de Nantes jusqu'à la Rue Honoré Commeurec;Circulation interdite;2025-05-20T02:00:00+02:00;2025-06-27T02:00:00+02:00;Circulation interdite;;;Circulation difficile;2025-04-22T20:19:38+02:00
48.09359179416633, -1.6973704621470556;"{""coordinates"": [[[-1.697107097496971, 48.09326573030139], [-1.697377165543705, 48.093711225049134], [-1.69756844038064, 48.093996420470404], [-1.697741650975993, 48.09419267997113], [-1.69784826225211, 48.094307972359935], [-1.697953010792357, 48.09444492826382]], [[-1.697953010792357, 48.09444492826382], [-1.6979891039592, 48.094492120133026], [-1.698025213769955, 48.094570656702864]], [[-1.698006899809653, 48.09434883369014], [-1.698046718285299, 48.09440866157761]], [[-1.697646162620617, 48.093964114396634], [-1.698006899809653, 48.09434883369014]], [[-1.697034540774877, 48.09299176801173], [-1.697223154393759, 48.09330889827338], [-1.69741698717726, 48.09362581410128], [-1.697646162620617, 48.093964114396634]], [[-1.696743140661077, 48.09266165842475], [-1.697088272702746, 48.09323467727611], [-1.697107097496971, 48.09326573030139]], [[-1.697034540774877, 48.09299176801173], [-1.696895946610881, 48.09276113567525], [-1.696890151943898, 48.09272625512753], [-1.696912737299147, 48.09268670239084]], [[-1.697107097496971, 48.09326573030139], [-1.696905891926961, 48.09332000542715]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1a30;292;75255;35281 - Saint-Jacques-de-la-Lande;;Rue Jeanne Bohec;Circulation interdite;2025-06-16T02:00:00+02:00;2025-08-01T02:00:00+02:00;Circulation interdite;;sur voirie;Circulation difficile;2025-05-26T20:19:22+02:00
48.101961415792324, -1.7931969383460316;"{""coordinates"": [[[-1.792514511293424, 48.102384675346514], [-1.792955558304014, 48.102167668846185]], [[-1.792955558304014, 48.102167668846185], [-1.7933142674292, 48.101947513569314]], [[-1.7933142674292, 48.101947513569314], [-1.793494369004636, 48.10177033686252], [-1.793629616504358, 48.10161172426346], [-1.793766025200644, 48.10140354701293]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1a2c;240;75217;35240 - le Rheu;;Rue de Vezin, de l'Avenue des Cygnes jusqu'à la Rue du Docteur Wagner;Rétrécissement temporaire de largeur de voie - PLATEFORMES;2025-06-10T02:00:00+02:00;2025-09-26T02:00:00+02:00;Rétrécissement temporaire de largeur de voie - PLATEFORMES;;sur réseaux ou ouvrages électriques;Circulation difficile;2025-05-22T20:19:47+02:00
48.24314791921168, -1.8575343832522075;"{""coordinates"": [[[-1.857775747873167, 48.24302510064269], [-1.857293018631248, 48.243270737780676]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1a26;87;74344;35144 - Langan, 35245 - Romillé;;Route départementale 25 : section comprise depuis entre le lotissement Clos Châtaignier limite d'agglomération de Langan et l'intersection du CRn°26 Malabry sur  Romillé, sur le territoire des Communes de Romillé et Langan.;Circulation interdite;2025-04-22T02:00:00+02:00;2025-06-20T02:00:00+02:00;Circulation interdite;;sur voirie;Circulation difficile;2025-03-26T19:17:51+01:00
48.04806893293851, -1.586561849148546;"{""coordinates"": [[[-1.58996575871572, 48.04834295586267], [-1.583157939581372, 48.04779491001435]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1a23;73;74014;35352 - Vern-sur-Seiche;;à l'intersection de la Route départementale 34 et de la Rue de Nouvoitou;Rétrécissement temporaire de largeur de voie - PLATEFORMES;2025-03-10T01:00:00+01:00;2025-06-27T02:00:00+02:00;Rétrécissement temporaire de largeur de voie - PLATEFORMES;;sur voirie;Circulation difficile;2025-03-07T19:17:14+01:00
47.97897075855346, -1.7216701984285367;"{""coordinates"": [[[-1.720269200446325, 47.97865355496207], [-1.720646375069825, 47.9787422227843], [-1.721013498207368, 47.9789045198413], [-1.722646365923962, 47.97919492489939], [-1.721823534063388, 47.97904858059281], [-1.721789179886424, 47.978534662224995]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1a1d;8;70869;35139 - Laillé;;Rue de l'Hôtel de Ville;Circulation interdite;2024-07-01T02:00:00+02:00;2025-06-30T02:00:00+02:00;Circulation interdite;;de réfection de chaussée;Circulation difficile;2024-07-05T20:15:56+02:00
47.97897075855346, -1.7216701984285367;"{""coordinates"": [[[-1.720269200446325, 47.97865355496207], [-1.720646375069825, 47.9787422227843], [-1.721013498207368, 47.9789045198413], [-1.722646365923962, 47.97919492489939], [-1.721823534063388, 47.97904858059281], [-1.721789179886424, 47.978534662224995]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1a1b;9;70878;35139 - Laillé;;Rue de l'Hôtel de Ville;Circulation alternée;2024-07-01T02:00:00+02:00;2025-06-30T02:00:00+02:00;Circulation alternée;;de réfection de chaussée;Circulation difficile;2024-07-05T20:15:56+02:00
48.10913097974152, -1.7064565728522496;"{""coordinates"": [[[-1.706085103790258, 48.109009432058066], [-1.706828041914241, 48.109252527424985]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1a13;3;68020;35238 - Rennes;3 - Bourg l'Evesque / La Touche / Moulin du Comte;du 71 au 79 Rue de Lorient;Neutralisation de voie;2023-12-08T01:00:00+01:00;2025-07-31T02:00:00+02:00;Neutralisation de voie;;;Impact limité;2023-12-07T19:09:54+01:00
48.22262627556769, -1.7841707524872843;"{""coordinates"": [[[-1.788382197957878, 48.22109421730332], [-1.788304663725784, 48.221166351664884], [-1.78793283802748, 48.221294081262116], [-1.786578022776949, 48.22177089486524]], [[-1.781262495023713, 48.223533290370256], [-1.781186998255018, 48.22356009827039]], [[-1.786656492734762, 48.22186665490061], [-1.78623383070338, 48.222021788771265], [-1.786135313214326, 48.222073553445775], [-1.786071497637213, 48.22209891172681], [-1.785968046050622, 48.22212113489471], [-1.785837517759293, 48.22217914184213], [-1.785759561236873, 48.22220628217386]], [[-1.784483560165401, 48.22252114308024], [-1.78439950993576, 48.222483893905846], [-1.784300567972996, 48.22251640118243], [-1.784188999696052, 48.222545065745045]], [[-1.786109913540268, 48.22193368076136], [-1.78564278747519, 48.22209715010534]], [[-1.786578022776949, 48.22177089486524], [-1.786109913540268, 48.22193368076136]], [[-1.783070408446516, 48.22301302460324], [-1.782554317895393, 48.22320085743226], [-1.781511487484503, 48.22355384278255], [-1.781299903289927, 48.223618019181416]], [[-1.784188999696052, 48.222545065745045], [-1.784118703844055, 48.22256357302517], [-1.784059461532975, 48.2226283574514], [-1.783745368462998, 48.222726573308556], [-1.783120641702955, 48.22296025369413], [-1.783041905376777, 48.22298220871974]], [[-1.781299903289927, 48.223618019181416], [-1.780261044383909, 48.22400329794206]], [[-1.78564278747519, 48.22209715010534], [-1.784847084975534, 48.22238058474286], [-1.784483560165401, 48.22252114308024]], [[-1.784394412605193, 48.22258974756577], [-1.784236469309125, 48.22260489148612]], [[-1.784236469309125, 48.22260489148612], [-1.783484508640188, 48.22287527812689], [-1.783070408446516, 48.22301302460324]], [[-1.783041905376777, 48.22298220871974], [-1.782967055098841, 48.22298843450486], [-1.782927708712962, 48.22299699198947], [-1.782764665280739, 48.22305396228578], [-1.78242147901104, 48.2231789991276], [-1.781820440251706, 48.22335801412269], [-1.781562979374763, 48.22343015404059], [-1.7813880832644, 48.223485017062565], [-1.781345725298858, 48.22350129814202]], [[-1.781345725298858, 48.22350129814202], [-1.781262495023713, 48.223533290370256]], [[-1.784483560165401, 48.22252114308024], [-1.784394412605193, 48.22258974756577]], [[-1.785759561236873, 48.22220628217386], [-1.785373792469779, 48.22232747481813], [-1.784931333028771, 48.22247372782304], [-1.784614517608325, 48.22257844730929], [-1.784483560165401, 48.22252114308024]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1a11;23;74688;35120 - Gévezé;;Rue de la Mézière;Circulation interdite;2024-09-23T02:00:00+02:00;2025-06-20T02:00:00+02:00;Circulation interdite;;de réfection de chaussée;Impact limité;2025-04-15T20:18:17+02:00
48.11517792081648, -1.7728540868539513;"{""coordinates"": [[[-1.773050775081252, 48.115008257113026], [-1.772847007287443, 48.115179421714174], [-1.772662145909805, 48.11535293003882]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1a0b;36;72344;35240 - le Rheu, 35353 - Vezin-le-Coquet;;le Pont de Verrière,à l'intersection de la Route de Vezin et de la Route départementale 68;Rétrécissement temporaire de largeur de voie - PLATEFORMES;2024-10-29T01:00:00+01:00;2026-06-30T02:00:00+02:00;Rétrécissement temporaire de largeur de voie - PLATEFORMES;;;Impact limité;2024-10-31T19:14:31+01:00
48.12157620293491, -1.7183557784521097;"{""coordinates"": [[[-1.717747702910751, 48.121459978839525], [-1.717822190697877, 48.12145692309], [-1.718962240989737, 48.12171051549454]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1a01;51;73197;35238 - Rennes;10 - Villejean / Beauregard;Avenue de Guyenne à partir du numéro 23 et jusqu'a la zone de retournement en bout de l'Avenue;Circulation interdite;2025-01-17T01:00:00+01:00;2025-12-11T01:00:00+01:00;Circulation interdite;;d'extension et de restructuration du groupe scolaire Guyenne;Impact limité;2025-01-14T19:15:41+01:00
48.08220857774354, -1.6144460313224143;"{""coordinates"": [[[-1.616910178184231, 48.082230207027706], [-1.616163050050551, 48.08205185580453], [-1.615672329382781, 48.08201525158703], [-1.615186628356888, 48.08203475845398], [-1.614744460570548, 48.08216514456839], [-1.614307308574374, 48.08235164219259], [-1.614061601587016, 48.08242345377082], [-1.613709382129544, 48.08243196338924], [-1.613346626871331, 48.08232263409734], [-1.61301636663353, 48.08220073641139], [-1.612714393741335, 48.08220722607541], [-1.611986992913202, 48.08234341824698]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19f6;82;74629;35055 - Chantepie;;Rue du Verger dans sa partie comprise entre la Rue de l'Olivet et la Rue du Bois;Circulation interdite;2025-04-15T02:00:00+02:00;2025-06-20T02:00:00+02:00;Circulation interdite;;de marquage de la vélorue;Impact limité;2025-04-10T20:18:23+02:00
48.14665496821135, -1.7660392540360679;"{""coordinates"": [[[-1.769846479482549, 48.147100731609775], [-1.769804988258662, 48.14720835100363], [-1.769797508219718, 48.14723275898751]], [[-1.769334344361178, 48.142166758780014], [-1.769457035158596, 48.14226921201384], [-1.769587442980129, 48.142402173913034], [-1.769746288838447, 48.1426031394716], [-1.769774879585839, 48.14267278509345], [-1.76976733264027, 48.142724162576165], [-1.769814814439957, 48.142732077644006]], [[-1.770762526198352, 48.14489006710402], [-1.770701588463973, 48.14415794196261]], [[-1.770508694230339, 48.141784918235864], [-1.770534873921392, 48.14184458358457], [-1.770558968776659, 48.14213566130181]], [[-1.766395521143134, 48.14803829984711], [-1.765779463610793, 48.14810397587502]], [[-1.770558968776659, 48.14213566130181], [-1.770586000212177, 48.14257997782505], [-1.770610036118929, 48.142807419793925]], [[-1.769859117597486, 48.14259058569819], [-1.7704543288071, 48.14337815173632], [-1.770550005116144, 48.1435576997243], [-1.770578867129127, 48.14394943831443]], [[-1.7697344188848, 48.14747547574141], [-1.769645322209294, 48.147482382465206], [-1.769606720511964, 48.14743926517477], [-1.769553406116529, 48.1474144305476], [-1.769496093401808, 48.1474047567353], [-1.769436608807051, 48.14741021731116], [-1.769390009517571, 48.14742653690402], [-1.768975243087532, 48.14762078845346], [-1.768533404018345, 48.1477911100442], [-1.768141140044331, 48.14788374383492], [-1.767965800597425, 48.14791923520902], [-1.767603930170552, 48.14796666681318], [-1.766834042905607, 48.14804731130651], [-1.766763456217711, 48.148059375497205], [-1.766120983382263, 48.1481271198873], [-1.766062797990531, 48.14813790828116], [-1.765981002457184, 48.14816414603728], [-1.765928276555896, 48.14819407068583], [-1.765883613845985, 48.14823180820047], [-1.765852831376913, 48.14828947599213], [-1.765823556123716, 48.14836939513741]], [[-1.762763843327914, 48.14852042199033], [-1.762831468870325, 48.14855050037059], [-1.762874611815364, 48.14852918974523], [-1.76293050563804, 48.148503773798915], [-1.762973467581261, 48.148484308026525], [-1.763103882129834, 48.14844245061494], [-1.763211085265865, 48.1484120232595], [-1.76332989261232, 48.14839627508929], [-1.763459712026604, 48.148378923759296], [-1.763661607190605, 48.14836025714132], [-1.764129964648312, 48.14836823002722], [-1.764332836707702, 48.14835877637189]], [[-1.769655093314132, 48.147298530413025], [-1.769554122039305, 48.14728194424474], [-1.769500506028373, 48.147290593289874], [-1.769411933518606, 48.1473365724543], [-1.769032420021405, 48.14752663404968], [-1.768660079708035, 48.147672027972874], [-1.768114031930089, 48.147820538086805], [-1.767605459565895, 48.14791186216287], [-1.766997562083701, 48.14797919911218], [-1.766395521143134, 48.14803829984711]], [[-1.757644804949477, 48.14859556825334], [-1.757105771034456, 48.14839041804023], [-1.756220860683892, 48.148027565980904]], [[-1.770524244205153, 48.14607467325964], [-1.770614634728263, 48.1458992993171], [-1.77061853410261, 48.14587905224536]], [[-1.771001435646042, 48.14657242694217], [-1.771029037876584, 48.14654470524569], [-1.770952290292358, 48.14647826364676], [-1.770895444901232, 48.14640204506394], [-1.770853149044008, 48.14629836814014], [-1.770841381434046, 48.146203371637014], [-1.770853594846193, 48.14615698966646]], [[-1.77061853410261, 48.14587905224536], [-1.770664514514433, 48.14564026264447], [-1.770677618577458, 48.14549694261473], [-1.770672346833071, 48.14520065906674], [-1.770651751712207, 48.144898421794345]], [[-1.76315560005049, 48.148317016333216], [-1.762933887353502, 48.14838336109861]], [[-1.765779463610793, 48.14810397587502], [-1.764118488914744, 48.148273136816606], [-1.763636642787957, 48.14831084550433], [-1.763468755172401, 48.14831621198307], [-1.763333098974309, 48.148300282975725]], [[-1.769814814439957, 48.142732077644006], [-1.769892921550906, 48.14277740145702], [-1.769997738811839, 48.14290074732369], [-1.770331607031474, 48.143320999828816], [-1.770432228828801, 48.14346315840775], [-1.77045615208293, 48.143777514072156], [-1.770465039136411, 48.14388283877548], [-1.770471450672913, 48.14395413474195]], [[-1.770701588463973, 48.14415794196261], [-1.770669887480707, 48.143760782723945], [-1.770660985546146, 48.143526293547524]], [[-1.771001435646042, 48.14657242694217], [-1.770959043311609, 48.1466272693068]], [[-1.770579126472542, 48.145354276786925], [-1.770583735481324, 48.14558256744836], [-1.770568212814656, 48.14581382402159], [-1.770552680214955, 48.14586713757011]], [[-1.770651751712207, 48.144898421794345], [-1.770578867129127, 48.14394943831443]], [[-1.756470018850246, 48.149151542179354], [-1.756511631814106, 48.149069246294395], [-1.757190037789025, 48.149000561663335], [-1.75734689110316, 48.14898706991933], [-1.757432560455672, 48.14897371857953], [-1.757510284103907, 48.14895368911567], [-1.757597336462251, 48.14893740095801], [-1.757860523638247, 48.148910665647286], [-1.758104590624019, 48.148933410752164], [-1.758317795480725, 48.14895176997323], [-1.758444549827632, 48.14893180768529], [-1.758477518976637, 48.148924843041314]], [[-1.769406854681351, 48.142003551796144], [-1.769504341579557, 48.142130006242226]], [[-1.770470620795074, 48.146178711765124], [-1.770524244205153, 48.14607467325964]], [[-1.770556948217929, 48.14489934842961], [-1.770570953604913, 48.14514495498703], [-1.770579126472542, 48.145354276786925]], [[-1.762763843327914, 48.14852042199033], [-1.762694831679776, 48.1484958735006], [-1.76260581480408, 48.148492238283175], [-1.762482999871811, 48.148497061383225], [-1.762090963121098, 48.14853385222946], [-1.761437267355475, 48.14858946840826], [-1.760372796456161, 48.14868844159471], [-1.759833247841174, 48.148738604988736], [-1.759371003172135, 48.14879067222413], [-1.758916332699415, 48.14884188452403], [-1.758780802554055, 48.14885669971489], [-1.758477518976637, 48.148924843041314]], [[-1.770660985546146, 48.143526293547524], [-1.770458244778736, 48.14319583665274], [-1.770293226946931, 48.14297348256531], [-1.770163295973624, 48.1427934596353]], [[-1.770471450672913, 48.14395413474195], [-1.770490076227246, 48.14404517095517], [-1.770556948217929, 48.14489934842961]], [[-1.756400172032622, 48.149145631818996], [-1.756470018850246, 48.149151542179354]], [[-1.770239624687975, 48.14661302055007], [-1.77026467627985, 48.146705487441125], [-1.770380118641646, 48.14675251630231]], [[-1.770610036118929, 48.142807419793925], [-1.770631347194417, 48.14317291870025], [-1.770660985546146, 48.143526293547524]], [[-1.758440361395188, 48.14876575571014], [-1.757906766922175, 48.14865735683675]], [[-1.770381107637955, 48.14635538239434], [-1.770312536787681, 48.14648510513774]], [[-1.770239624687975, 48.14661302055007], [-1.769873390635212, 48.14703092955817], [-1.769846479482549, 48.147100731609775]], [[-1.770163295973624, 48.1427934596353], [-1.770002467584118, 48.14258717356346], [-1.769828868539811, 48.14236925146813], [-1.769745288306717, 48.1422391694461], [-1.769697354655311, 48.142154271151604], [-1.769649727477805, 48.14205880424573]], [[-1.769504341579557, 48.142130006242226], [-1.769859117597486, 48.14259058569819]], [[-1.770575912489861, 48.14171102321733], [-1.770554834922063, 48.14173685779069], [-1.770508694230339, 48.141784918235864]], [[-1.762749743044204, 48.14839820348893], [-1.762550829110841, 48.14838487939533], [-1.762423649296697, 48.148391732228085], [-1.761551728163976, 48.14850738165407], [-1.760308338556043, 48.14862586410958], [-1.758923401324026, 48.14877242988438], [-1.758723907281149, 48.148782887969986], [-1.758440361395188, 48.14876575571014]], [[-1.770312536787681, 48.14648510513774], [-1.770239624687975, 48.14661302055007]], [[-1.770853594846193, 48.14615698966646], [-1.770809023084242, 48.1456390483458], [-1.770769157695404, 48.145056625515345], [-1.770762526198352, 48.14489006710402]], [[-1.770621633236517, 48.147506527604705], [-1.770671731580109, 48.1473472923477], [-1.770745580639941, 48.147152799610815], [-1.770879719367669, 48.14675910721904], [-1.770959043311609, 48.1466272693068]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-19e7;124;74697;35210 - Pacé;;Boulevard Patrice Dumaine de la Josserie :  accès au Parking du Cimetière;Circulation à double sens;2025-05-19T02:00:00+02:00;2025-08-26T02:00:00+02:00;Circulation à double sens;;;Impact limité;2025-04-15T20:18:17+02:00
