Identifiant;Numéro de parc;Immatriculation;Marque;Modèle;Version;Dénomination commerciale;Type;Propriété de Rennes Métropole;Longueur;Places assises;Places debout;Places totales;Mise en circulation;Equipé avec le SAEIV;Ecrans;Autonomie;Places UFR;Girouettes (type);Girouettes (nombres);Caméras;Valideurs;Norme Euro;Antipollution;Pneus (type);Pneus (dimension);Boîte de vitesses;Moteur;Pont;Vitrerie;Portes (nombre);Portes (type avant);Portes (type milieu et arrière);Dépôt (code);Transporteur (code)
4024;4024;;HEULIEZ;GX317 STD;;GX317 STD;;false;0;29;85;114;2002-03-25;true;2;;1;Leds;3;3;3;;;;;;;;;3;;;CHANTEPI;TIV
4029;4029;;MERCEDES;CITARO STD;;CITARO STD;;false;0;;;;;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;TIV
4032;4032;;MAN;LIONS CITY;;LIONS CITY;;false;0;41;85;126;2022-11-04;true;2;;1;Leds;3;3;2;EURO 6;;;;;;;;3;;;CHANTEPI;TIV
4033;4033;;IVECO BUS;URBANWAY;PSECGTSBUJ;URBANWAY;;false;0;0;0;0;2025-12-30;true;2;;1;;;3;3;;;;;;;;;3;;;CHANTEPI;TIV
4036;4036;;IVECO;URBANWAY;PSECGTBUJ;URBANWAY;;false;0;0;0;0;2024-12-27;true;2;;2;Leds;3;3;3;;;;;;;;;3;;;CHANTEPI;TIV
440;440;;MERCEDES;ECITARO 12M;;ECITARO 12M;Standard;true;12;0;0;0;2023-11-07;true;2;;2;Leds;3;3;3;NC;;;275/70 R22.5;NC;;;;3;;;RENNES;KREN
4510;4510;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;;false;;;;;;;;;;;;;;;;;;;CHANTEPI;TIV
4513;4513;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2022-10-10;false;;;;;;;;;;;;;;;;;;;CHANTEPI;TIV
4517;4517;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2020-01-01;false;;;;;;;;;;;;;;;;;;;CHANTEPI;TIV
453;453;;MERCEDES;ECITARO 12M;;ECITARO 12M;Standard;true;12;0;0;0;2023-08-21;true;2;;2;Leds;3;3;3;NC;NC;;275/70 R22.5;NC;;;;3;Pneumatique;Coulissante électrique;RENNES;KREN
462;462;;MERCEDES;ECITARO 12M;;ECITARO 12M;Standard;true;12;0;0;0;2024-07-05;true;2;;2;Leds;3;3;3;NC;NC;;275/70 R22.5;NC;;;;3;;;RENNES;KREN
471;471;;MERCEDES;ECITARO 12M;;ECITARO 12M;Standard;true;12;0;0;0;2025-04-18;true;2;;2;Leds;3;3;3;NC;NC;;275/70 R22.5;NC;;;;3;;;RENNES;KREN
472;472;;MERCEDES;ECITARO 12M;;ECITARO 12M;Standard;true;12;0;0;0;2025-01-16;true;2;;2;Leds;3;3;3;NC;NC;;275/70 R22.5;NC;;;;3;;;RENNES;KREN
476;476;;MERCEDES;ECITARO 12M;;ECITARO 12M;Standard;true;12;0;0;0;2025-04-18;true;2;;2;Leds;3;3;3;NC;NC;;275/70 R22.5;NC;;;;3;;;RENNES;KREN
5002;5002;;MAN;Lions City;;Lions City;;false;0;0;0;0;;true;2;;1;NC;0;3;3;;;;;;;;;2;;;CHARTRES;LINE
5003;5003;;SETRA;415 NF;;415 NF;;false;0;0;0;0;;true;2;;1;NC;0;3;3;;;;;;;;;2;;;CHARTRES;LINE
5004;5004;;SETRA;415 NF;;415 NF;;false;0;0;0;0;;true;2;;1;NC;0;3;3;;;;;;;;;2;;;CHARTRES;LINE
5010;5010;;MAN;Lions City;;Lions City;;false;0;;;;;true;2;;2;leds;3;3;3;;;;;;;;;2;;;chantepi;TIV
5016;5016;;MAN;Lions City;;Lions City;;false;0;;;;2006-06-01;true;2;;2;;3;3;3;;;;;;;;;2;;;CHARTRES;LINE
502;502;;BLUEBUS;BLUEBUS 12M;BB12M1S18BBB3NX;BLUEBUS 12M;Standard;true;12;24;0;24;2018-03-06;true;2;250;2;Leds;3;3;3;NC;NC;1J;275/70 R22.5;NC;NC;;Vénus gris;3;Electrique;;RENNES;KREN
503;503;;BLUEBUS;BLUEBUS 12M;BB12M1S18BBB3NX;BLUEBUS 12M;Standard;true;12;24;0;24;2018-07-17;true;2;;2;Leds;3;3;3;NC;NC;1J;275/70 R22.5;NC;NC;NC;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
506;506;;BLUEBUS;BLUEBUS 12M;BB12M1S18BBB3NX;BLUEBUS 12M;Standard;true;12;24;0;24;2018-07-18;true;2;;2;Leds;3;3;3;NC;;;;;;;;3;;;RENNES;KREN
507;507;;BLUEBUS;BLUEBUS 12M;;BLUEBUS 12M;Standard;true;12;24;0;24;2018-07-18;true;2;;2;Leds;3;3;3;NC;NC;1J;275/70 R22.5;NC;NC;NC;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
5505;5505;;FAST;SCOLER5;;SCOLER5;;false;0;0;0;0;;false;;;;;;;1;;;;;;;;;2;;;CHARTRES;LINE
5515;5515;;SCANIA;FENCER;;FENCER;;false;0;0;0;0;;false;;;;;;;;;;;;;;;;;;;CHARTRES;LINE
5517;5517;;SCANIA;FENCER;;FENCER;;false;0;0;0;0;;false;;;;;;;;;;;;;;;;;;;CHARTRES;LINE
5518;5518;;SCANIA;FENCER;;FENCER;;false;0;0;0;0;;false;;;;;;;;;;;;;;;;;;;CHARTRES;LINE
5521;5521;;SCANIA;FENCER;;FENCER;;false;0;0;0;0;;false;;;;;;;;;;;;;;;;;;;CHARTRES;LINE
5527;5527;;SCANIA;FENCER;;FENCER;;false;0;0;0;0;;false;;;;;;;;;;;;;;;;;;;CHARTRES;LINE
5528;5528;;SCANIA;FENCER;;FENCER;;false;0;0;0;0;;false;;;;;;;;;;;;;;;;;;;CHARTRES;LINE
5533;5533;;SCANIA;FENCER;;FENCER;;false;0;0;0;0;2024-01-01;false;;;;;;;;;;;;;;;;;;;CHARTRES;LINE
5537;5537;;SCANIA;FENCER;;FENCER;;false;0;0;0;0;2024-01-01;false;;;;;;;;;;;;;;;;;;;CHARTRES;LINE
6001;6001;;MERCEDES;CITARO STD;;CITARO STD;;false;0;34;59;93;2010-01-12;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
6004;6004;;IRISBUS;CITELIS STD;;CITELIS STD;;false;0;36;60;96;2008-02-12;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
6027;6027;;IVECO;URBANWAY;;URBANWAY;;false;0;0;0;0;2023-07-31;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
6031;6031;;IVECO;URBANWAY;;URBANWAY;;false;0;0;0;0;2023-07-31;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
6032;6032;;IVECO;URBANWAY;;URBANWAY;;false;0;0;0;0;2020-01-01;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
6038;6038;;IVECO;URBANWAY;VNE4426N600314346;URBANWAY;;false;0;0;0;0;2023-07-31;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
605;605;;MERCEDES;CITARO 13M;530 M 906;CITARO 13M;Standard;true;13;39;64;103;2010-04-13;true;2;800;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 Ecomat 2 plus;OM 906HLA / Euro 5;ZF AV 132;Vénus gris;2;Pneumatique;Coulissante électrique;RENNES;KREN
702;702;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;35;119;154;2014-07-31;true;3;429;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
726;726;;MERCEDES;CITARO ART;62803HK1GKEAW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-03-11;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
729;729;;MERCEDES;CITARO ART;62803HK1GKEAW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-03-17;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
732;732;;MERCEDES;CITARO ART;62803HK1GKEAW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-03-20;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
733;733;;MERCEDES;CITARO ART;62803HK1GKEAW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-03-24;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
746;746;;MERCEDES;CITARO ART;62803HK1GKEBW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-11-24;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
750;750;;MERCEDES;CITARO ART;62803HK1GKEBW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-11-27;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
7501;7501;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;;false;0;;0;NC;;0;1;;;;;;;;;2;;;MESSAC;ORAI
7507;7507;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;;false;;;;;;;1;;;;;;;;;2;;;MESSAC;ORAI
752;752;;MERCEDES;CITARO ART;62803HK1GKEBW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-12-03;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
822;822;;IRISBUS;CITELIS ART;PU09D13P;CITELIS ART;Articulé;true;18;38;116;154;2009-02-20;true;3;528;2;Leds;4;4;3;EURO 5;ADBLUE;1P;11 R22.5;ZF 5HP502 C;F2BE0682C / Euro 5;ZF AV 132;Athermique;3;Electrique;Coulissante électrique;RENNES;KREN
825;825;;IRISBUS;CITELIS ART;PU09D13P;CITELIS ART;Articulé;true;18;38;116;154;2009-02-20;true;3;528;2;Leds;4;4;3;EURO 5;ADBLUE;1P;11 R22.5;ZF 5HP502 C;F2BE0682C / Euro 5;ZF AV 132;Athermique;3;Electrique;Coulissante électrique;RENNES;KREN
826;826;;IRISBUS;CITELIS ART;PU09D13P;CITELIS ART;Articulé;true;18;38;116;154;2009-02-20;true;3;528;2;Leds;4;4;3;EURO 5;ADBLUE;1P;11 R22.5;ZF 5HP502 C;F2BE0682C / Euro 5;ZF AV 132;Athermique;3;Electrique;Coulissante électrique;RENNES;KREN
904;904;;MERCEDES;CITARO ART;530283457;CITARO ART;Articulé;true;18;39;124;163;2010-04-13;true;3;405;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF 6HP592 C Ecomat 2 Plus Kitas;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
909;909;;MERCEDES;CITARO ART;62803ACCGBFGLQ3H33X389702JD00;CITARO ART;Articulé;true;18;39;124;163;2011-03-23;true;3;405;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF 6HP592 C Ecomat 2 Plus Kitas;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
910;910;;MERCEDES;CITARO ART;62803ACCGBFGLQ3H33X389702JD00;CITARO ART;Articulé;true;18;39;124;163;2011-03-23;true;3;405;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF 6HP592 C Ecomat 2 Plus Kitas;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
915;915;;MERCEDES;CITARO ART;62803ACCGBFGLQ3H33X389702JD00;CITARO ART;Articulé;true;18;39;124;163;2011-03-23;true;3;405;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF 6HP592 C Ecomat 2 Plus Kitas;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
924;924;;MERCEDES;CITARO ART;62803ACCGBFGVQ3H33X389502J900;CITARO ART;Articulé;true;18;39;124;163;2012-01-13;true;3;405;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF 6HP592 C Ecomat 2 Plus Kitas;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
935;935;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;39;124;163;2013-02-14;true;3;430;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
937;937;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;39;124;163;2013-02-14;true;3;430;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
944;944;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;39;124;163;2013-02-14;true;3;430;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
951;951;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;39;124;163;2013-02-14;true;3;430;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
